DATE_TIME;DRBS_PRESS;NEWK_PRESS
2021-03-12 01:21:00;983.796;   null
2021-03-12 01:22:00;983.796;   null
2021-03-12 01:23:00;983.856;   null
2021-03-12 01:24:00;983.856;   null
2021-03-12 01:25:00;983.766;   null
2021-03-12 01:26:00;983.766;   null
2021-03-12 01:27:00;983.786;   null
2021-03-12 01:28:00;983.786;   null
2021-03-12 01:29:00;983.786;   null
2021-03-12 01:30:00;983.786;   null
2021-03-12 01:31:00;983.826;   null
2021-03-12 01:32:00;983.826;   null
2021-03-12 01:33:00;983.816;   null
2021-03-12 01:34:00;983.816;   null
2021-03-12 01:35:00;983.726;   null
2021-03-12 01:36:00;983.726;   null
2021-03-12 01:37:00;983.716;   null
2021-03-12 01:38:00;983.716;   null
2021-03-12 01:39:00;983.796;   null
2021-03-12 01:40:00;983.796;   null
2021-03-12 01:41:00;983.796;   null
2021-03-12 01:42:00;983.796;   null
2021-03-12 01:43:00;983.826;   null
2021-03-12 01:44:00;983.826;   null
2021-03-12 01:45:00;983.846;   null
2021-03-12 01:46:00;983.846;   null
2021-03-12 01:47:00;983.816;   null
2021-03-12 01:48:00;983.816;   null
2021-03-12 01:49:00;983.896;   null
2021-03-12 01:50:00;983.896;   null
2021-03-12 01:51:00;983.866;   null
2021-03-12 01:52:00;983.866;   null
2021-03-12 01:53:00;983.896;   null
2021-03-12 01:54:00;983.896;   null
2021-03-12 01:55:00;983.906;   null
2021-03-12 01:56:00;983.906;   null
2021-03-12 01:57:00;983.836;   null
2021-03-12 01:58:00;983.836;   null
2021-03-12 01:59:00;983.816;   null
2021-03-12 02:00:00;983.816;   null
2021-03-12 02:01:00;983.896;   null
2021-03-12 02:02:00;983.896;   null
2021-03-12 02:03:00;983.906;   null
2021-03-12 02:04:00;983.906;   null
2021-03-12 02:05:00;983.866;   null
2021-03-12 02:06:00;983.866;   null
2021-03-12 02:07:00;983.846;   null
2021-03-12 02:08:00;983.846;   null
2021-03-12 02:09:00;983.876;   null
2021-03-12 02:10:00;983.956;   null
2021-03-12 02:11:00;983.886;   null
2021-03-12 02:12:00;983.886;   null
2021-03-12 02:13:00;983.906;   null
2021-03-12 02:14:00;983.906;   null
2021-03-12 02:15:00;983.866;   null
2021-03-12 02:16:00;983.866;   null
2021-03-12 02:17:00;983.966;   null
2021-03-12 02:18:00;983.966;   null
2021-03-12 02:19:00;983.876;   null
2021-03-12 02:20:00;983.906;   null
2021-03-12 02:21:00;983.906;   null
2021-03-12 02:22:00;983.906;   null
2021-03-12 02:23:00;983.916;   null
2021-03-12 02:24:00;983.916;   null
2021-03-12 02:25:00;983.926;   null
2021-03-12 02:26:00;983.926;   null
2021-03-12 02:27:00;983.896;   null
2021-03-12 02:28:00;983.896;   null
2021-03-12 02:29:00;983.886;   null
2021-03-12 02:30:00;983.836;   null
2021-03-12 02:31:00;983.876;   null
2021-03-12 02:32:00;983.876;   null
2021-03-12 02:33:00;983.696;   null
2021-03-12 02:34:00;983.696;   null
2021-03-12 02:35:00;983.756;   null
2021-03-12 02:36:00;983.756;   null
2021-03-12 02:37:00;983.846;   null
2021-03-12 02:38:00;983.846;   null
2021-03-12 02:39:00;983.806;   null
2021-03-12 02:40:00;983.806;   null
2021-03-12 02:41:00;983.816;   null
2021-03-12 02:42:00;983.816;   null
2021-03-12 02:43:00;983.806;   null
2021-03-12 02:44:00;983.806;   null
2021-03-12 02:45:00;983.776;   null
2021-03-12 02:46:00;983.776;   null
2021-03-12 02:47:00;983.776;   null
2021-03-12 02:48:00;983.776;   null
2021-03-12 02:49:00;983.766;   null
2021-03-12 02:50:00;983.746;   null
2021-03-12 02:51:00;983.816;   null
2021-03-12 02:52:00;983.816;   null
2021-03-12 02:53:00;983.766;   null
2021-03-12 02:54:00;983.766;   null
2021-03-12 02:55:00;983.766;   null
2021-03-12 02:56:00;983.766;   null
2021-03-12 02:57:00;983.896;   null
2021-03-12 02:58:00;983.896;   null
2021-03-12 02:59:00;983.906;   null
2021-03-12 03:00:00;983.906;   null
2021-03-12 03:01:00;983.876;   null
2021-03-12 03:02:00;983.876;   null
2021-03-12 03:03:00;983.836;   null
2021-03-12 03:04:00;983.836;   null
2021-03-12 03:05:00;983.866;   null
2021-03-12 03:06:00;983.866;   null
2021-03-12 03:07:00;983.836;   null
2021-03-12 03:08:00;983.836;   null
2021-03-12 03:09:00;983.916;   null
2021-03-12 03:10:00;983.916;   null
2021-03-12 03:11:00;983.936;   null
2021-03-12 03:12:00;983.936;   null
2021-03-12 03:13:00;983.926;   null
2021-03-12 03:14:00;983.926;   null
2021-03-12 03:15:00;983.976;   null
