DATE_TIME,N_MOD,CTS_MOD,T_DELTA_MOD,TEMP_MOD,RH_MOD
"2021-01-18 19:30:00",1886,786,1799,24.9,45.4
"2021-01-18 20:00:00",1887,779,1799,24.8,45.4
"2021-01-18 20:30:00",1888,770,1800,24.6,45.4
"2021-01-18 21:00:00",1889,801,1800,24.5,45.4
"2021-01-18 21:30:00",1890,756,1799,24.3,45.3
"2021-01-18 22:00:00",1891,808,1799,24.1,45.3
"2021-01-18 22:30:00",1892,825,1799,24,45.3
"2021-01-18 23:00:00",1893,808,1799,23.8,45.3
"2021-01-18 23:30:00",1894,808,1799,23.6,45.2
"2021-01-19 00:00:00",1895,779,1800,23.5,45.2
"2021-01-19 00:30:00",1896,782,1800,23.4,45.1
"2021-01-19 01:00:00",1897,803,1799,23.3,45.1
"2021-01-19 01:30:00",1898,797,1799,23.1,45.1
"2021-01-19 02:00:00",1899,814,1799,23,45
"2021-01-19 02:30:00",1900,831,1799,22.9,45
"2021-01-19 03:00:00",1901,808,1799,22.9,45
"2021-01-19 03:30:00",1902,801,1800,22.8,45
"2021-01-19 04:00:00",1903,817,1800,22.7,44.9
"2021-01-19 04:30:00",1904,794,1799,22.6,44.9
"2021-01-19 05:00:00",1905,812,1799,22.6,44.9
"2021-01-19 05:30:00",1906,819,1799,22.5,44.8
"2021-01-19 06:00:00",1907,812,1799,22.5,44.8
"2021-01-19 06:30:00",1908,855,1799,22.4,44.8
"2021-01-19 07:00:00",1909,810,1800,22.4,44.8
"2021-01-19 07:30:00",1910,879,1800,22.3,44.8
"2021-01-19 08:00:00",1911,819,1799,22.4,44.8
"2021-01-19 08:30:00",1912,837,1799,22.5,44.8
"2021-01-19 09:00:00",1913,820,1799,22.7,44.8
"2021-01-19 09:30:00",1914,846,1799,22.8,44.8
"2021-01-19 10:00:00",1915,772,1799,23,44.8
"2021-01-19 10:30:00",1916,776,1800,23.1,44.8
"2021-01-19 11:00:00",1917,799,1800,23.3,44.8
"2021-01-19 11:30:00",1918,840,1799,23.4,44.9
"2021-01-19 12:00:00",1919,882,1799,23.6,44.9
"2021-01-19 12:30:00",1920,820,1799,23.7,45
"2021-01-19 13:00:00",1921,861,1799,23.8,45
"2021-01-19 13:30:00",1922,784,1799,24,45
"2021-01-19 14:00:00",1923,858,1800,24.1,45.1
"2021-01-19 14:30:00",1924,852,1800,24.2,45.1
"2021-01-19 15:00:00",1925,838,1799,24.3,45.1
"2021-01-19 15:30:00",1926,791,1799,24.4,45.2
"2021-01-19 16:00:00",1927,861,1799,24.5,45.2
"2021-01-19 16:30:00",1928,851,1799,24.6,45.2
"2021-01-19 17:00:00",1929,861,1799,24.7,45.2
"2021-01-19 17:30:00",1930,834,1800,24.7,45.2
"2021-01-19 18:00:00",1931,930,1800,24.8,45.3
"2021-01-19 18:30:00",1932,830,1799,24.9,45.3
"2021-01-19 19:00:00",1933,875,1799,24.9,45.3
"2021-01-19 19:30:00",1934,861,1799,24.9,45.3
"2021-01-19 20:00:00",1935,862,1799,24.8,45.3
"2021-01-19 20:30:00",1936,886,1799,24.7,45.4
"2021-01-19 21:00:00",1937,913,1800,24.6,45.3
"2021-01-19 21:30:00",1938,846,1800,24.5,45.3
"2021-01-19 22:00:00",1939,878,1799,24.4,45.3
"2021-01-19 22:30:00",1940,877,1799,24.2,45.3
"2021-01-19 23:00:00",1941,870,1799,24.1,45.3
"2021-01-19 23:30:00",1942,888,1799,24,45.2
"2021-01-20 00:00:00",1943,939,1799,23.9,45.2
"2021-01-20 00:30:00",1944,886,1800,23.8,45.2
"2021-01-20 01:00:00",1945,900,1800,23.7,45.1
"2021-01-20 01:30:00",1946,876,1799,23.6,45.1
"2021-01-20 02:00:00",1947,899,1799,23.5,45.1
"2021-01-20 02:30:00",1948,959,1799,23.5,45.1
"2021-01-20 03:00:00",1949,837,1799,23.4,45
"2021-01-20 03:30:00",1950,901,1799,23.3,45
"2021-01-20 04:00:00",1951,857,1800,23.2,45
"2021-01-20 04:30:00",1952,892,1800,23.2,45
"2021-01-20 05:00:00",1953,899,1799,23.1,44.9
"2021-01-20 05:30:00",1954,906,1799,23.1,44.9
"2021-01-20 06:00:00",1955,964,1799,23,44.9
"2021-01-20 06:30:00",1956,920,1799,23,44.9
"2021-01-20 07:00:00",1957,901,1799,22.9,44.9
"2021-01-20 07:30:00",1958,954,1800,22.9,44.9
"2021-01-20 08:00:00",1959,950,1800,22.9,44.9
"2021-01-20 08:30:00",1960,907,1799,23.1,44.8
"2021-01-20 09:00:00",1961,945,1799,23.2,44.9
"2021-01-20 09:30:00",1962,906,1799,23.4,44.9
"2021-01-20 10:00:00",1963,926,1799,23.6,44.9
"2021-01-20 10:30:00",1964,859,1799,23.8,45
"2021-01-20 11:00:00",1965,941,1800,23.9,45
"2021-01-20 11:30:00",1966,940,1800,24.1,45
"2021-01-20 12:00:00",1967,895,1799,24.3,45
"2021-01-20 12:30:00",1968,964,1799,24.4,45.1
"2021-01-20 13:00:00",1969,975,1799,24.5,45.1
"2021-01-20 13:30:00",1970,941,1799,24.7,45.1
"2021-01-20 14:00:00",1971,967,1799,24.8,45.2
"2021-01-20 14:30:00",1972,946,1800,24.9,45.2
"2021-01-20 15:00:00",1973,957,1800,25,45.2
"2021-01-20 15:30:00",1974,954,1799,25.1,45.3
"2021-01-20 16:00:00",1975,920,1799,25.2,45.3
"2021-01-20 16:30:00",1976,995,1799,25.3,45.3
"2021-01-20 17:00:00",1977,915,1799,25.4,45.4
"2021-01-20 17:30:00",1978,1007,1799,25.5,45.4
"2021-01-20 18:00:00",1979,991,1800,25.6,45.4
"2021-01-20 18:30:00",1980,952,1800,25.7,45.4
"2021-01-20 19:00:00",1981,1007,1799,25.7,45.4
"2021-01-20 19:30:00",1982,968,1799,25.6,45.5
"2021-01-20 20:00:00",1983,990,1799,25.6,45.5
"2021-01-20 20:30:00",1984,997,1799,25.4,45.5
"2021-01-20 21:00:00",1985,1033,1799,25.3,45.5
"2021-01-20 21:30:00",1986,958,1800,25.1,45.4
"2021-01-20 22:00:00",1987,974,1800,25,45.4
"2021-01-20 22:30:00",1988,1083,1799,24.8,45.4
"2021-01-20 23:00:00",1989,1033,1799,24.7,45.3
"2021-01-20 23:30:00",1990,1038,1799,24.6,45.3
"2021-01-21 00:00:00",1991,1021,1799,24.4,45.3
"2021-01-21 00:30:00",1992,1013,1799,24.3,45.3
"2021-01-21 01:00:00",1993,985,1800,24.2,45.3
"2021-01-21 01:30:00",1994,1000,1800,24.1,45.2
"2021-01-21 02:00:00",1995,1019,1799,24,45.2
"2021-01-21 02:30:00",1996,942,1799,23.9,45.2
"2021-01-21 03:00:00",1997,927,1799,23.8,45.1
"2021-01-21 03:30:00",1998,966,1799,23.7,45.1
"2021-01-21 04:00:00",1999,970,1799,23.6,45.1
"2021-01-21 04:30:00",2000,1006,1800,23.5,45.1
"2021-01-21 05:00:00",2001,927,1800,23.3,45
"2021-01-21 05:30:00",2002,961,1799,23.2,45
"2021-01-21 06:00:00",2003,928,1799,23.1,45
"2021-01-21 06:30:00",2004,955,1799,23,44.9
"2021-01-21 07:00:00",2005,986,1799,23,44.9
"2021-01-21 07:30:00",2006,940,1799,22.9,44.9
"2021-01-21 08:00:00",2007,982,1800,22.9,44.9
"2021-01-21 08:30:00",2008,984,1800,23,44.8
"2021-01-21 09:00:00",2009,976,1799,23.2,44.8
"2021-01-21 09:30:00",2010,971,1799,23.5,44.8
"2021-01-21 10:00:00",2011,1031,1799,23.8,44.8
"2021-01-21 10:30:00",2012,969,1799,24.1,44.9
"2021-01-21 11:00:00",2013,1013,1799,24.3,45
"2021-01-21 11:30:00",2014,979,1800,24.6,45
"2021-01-21 12:00:00",2015,950,1800,24.8,45.1
"2021-01-21 12:30:00",2016,937,1799,25,45.1
"2021-01-21 13:00:00",2017,927,1799,25.1,45.2
"2021-01-21 13:30:00",2018,1002,1799,25.3,45.2
"2021-01-21 14:00:00",2019,1022,1799,25.4,45.3
"2021-01-21 14:30:00",2020,1014,1799,25.5,45.3
"2021-01-21 15:00:00",2021,950,1800,25.6,45.3
"2021-01-21 15:30:00",2022,1000,1800,25.6,45.4
"2021-01-21 16:00:00",2023,933,1799,25.7,45.4
"2021-01-21 16:30:00",2024,1001,1799,25.8,45.4
"2021-01-21 17:00:00",2025,958,1799,25.9,45.4
"2021-01-21 17:30:00",2026,936,1799,25.9,45.4
"2021-01-21 18:00:00",2027,1009,1799,26,45.5
"2021-01-21 18:30:00",2028,977,1800,26.1,45.5
"2021-01-21 19:00:00",2029,999,1800,26.1,45.5
"2021-01-21 19:30:00",2030,967,1799,26.1,45.5
"2021-01-21 20:00:00",2031,956,1799,25.9,45.5
"2021-01-21 20:30:00",2032,984,1799,25.8,45.6
"2021-01-21 21:00:00",2033,980,1799,25.6,45.5
"2021-01-21 21:30:00",2034,912,1799,25.4,45.5
"2021-01-21 22:00:00",2035,993,1800,25.3,45.5
"2021-01-21 22:30:00",2036,979,1800,25.1,45.4
"2021-01-21 23:00:00",2037,1024,1799,24.9,45.4
"2021-01-21 23:30:00",2038,959,1799,24.7,45.3
"2021-01-22 00:00:00",2039,948,1799,24.6,45.3
"2021-01-22 00:30:00",2040,897,1799,24.4,45.3
"2021-01-22 01:00:00",2041,921,1799,24.3,45.2
"2021-01-22 01:30:00",2042,936,1800,24.1,45.2
"2021-01-22 02:00:00",2043,899,1800,24,45.1
"2021-01-22 02:30:00",2044,934,1799,23.8,45.1
"2021-01-22 03:00:00",2045,912,1799,23.7,45.1
"2021-01-22 03:30:00",2046,964,1799,23.6,45
"2021-01-22 04:00:00",2047,1000,1799,23.5,45
"2021-01-22 04:30:00",2048,920,1799,23.3,45
"2021-01-22 05:00:00",2049,966,1800,23.2,45
"2021-01-22 05:30:00",2050,972,1800,23.1,44.9
"2021-01-22 06:00:00",2051,938,1799,23.2,44.9
"2021-01-22 06:30:00",2052,896,1799,23.3,44.8
"2021-01-22 07:00:00",2053,932,1799,23.4,44.8
"2021-01-22 07:30:00",2054,979,1799,23.7,44.8
"2021-01-22 08:00:00",2055,977,1799,23.8,44.9
"2021-01-22 08:30:00",2056,970,1800,24.1,44.9
"2021-01-22 09:00:00",2057,938,1800,24.3,44.9
"2021-01-22 09:30:00",2058,917,1799,24.5,45
"2021-01-22 10:00:00",2059,913,1799,24.7,45
"2021-01-22 10:30:00",2060,882,1799,25.1,45
"2021-01-22 11:00:00",2061,892,1799,25.3,45.1
"2021-01-22 11:30:00",2062,901,1799,25.6,45.2
"2021-01-22 12:00:00",2063,911,1800,25.7,45.3
"2021-01-22 12:30:00",2064,930,1800,25.9,45.3
"2021-01-22 13:00:00",2065,924,1799,26,45.4
"2021-01-22 13:30:00",2066,948,1799,26.1,45.4
"2021-01-22 14:00:00",2067,865,1799,26.2,45.4
"2021-01-22 14:30:00",2068,907,1799,26.3,45.5
"2021-01-22 15:00:00",2069,871,1799,26.3,45.5
"2021-01-22 15:30:00",2070,891,1800,26.4,45.5
"2021-01-22 16:00:00",2071,969,1800,26.5,45.5
"2021-01-22 16:30:00",2072,895,1799,26.5,45.5
"2021-01-22 17:00:00",2073,910,1799,26.6,45.6
"2021-01-22 17:30:00",2074,895,1799,26.6,45.6
"2021-01-22 18:00:00",2075,945,1799,26.7,45.6
"2021-01-22 18:30:00",2076,979,1799,26.7,45.6
"2021-01-22 19:00:00",2077,870,1800,26.7,45.6
"2021-01-22 19:30:00",2078,964,1800,26.6,45.6
"2021-01-22 20:00:00",2079,974,1799,26.4,45.6
"2021-01-22 20:30:00",2080,929,1799,26.2,45.6
"2021-01-22 21:00:00",2081,892,1799,26,45.6
"2021-01-22 21:30:00",2082,939,1799,25.8,45.6
"2021-01-22 22:00:00",2083,917,1799,25.6,45.5
"2021-01-22 22:30:00",2084,891,1800,25.4,45.5
"2021-01-22 23:00:00",2085,959,1800,25.3,45.4
"2021-01-22 23:30:00",2086,941,1799,25.1,45.4
"2021-01-23 00:00:00",2087,936,1799,24.9,45.4
"2021-01-23 00:30:00",2088,966,1799,24.7,45.3
"2021-01-23 01:00:00",2089,854,1799,24.6,45.3
"2021-01-23 01:30:00",2090,925,1799,24.5,45.2
"2021-01-23 02:00:00",2091,901,1800,24.3,45.2
"2021-01-23 02:30:00",2092,879,1800,24.2,45.1
"2021-01-23 03:00:00",2093,907,1799,24.1,45.1
"2021-01-23 03:30:00",2094,854,1799,23.9,45
"2021-01-23 04:00:00",2095,883,1799,23.8,45
"2021-01-23 04:30:00",2096,857,1799,23.8,45
"2021-01-23 05:00:00",2097,884,1799,23.9,44.9
"2021-01-23 05:30:00",2098,949,1800,24.1,44.9
"2021-01-23 06:00:00",2099,889,1800,24.3,44.9
"2021-01-23 06:30:00",2100,913,1799,24.6,45
"2021-01-23 07:00:00",2101,924,1799,24.8,45
"2021-01-23 07:30:00",2102,887,1799,24.9,45
"2021-01-23 08:00:00",2103,890,1799,25.1,45.1
"2021-01-23 08:30:00",2104,917,1799,25.2,45.1
"2021-01-23 09:00:00",2105,876,1800,25.3,45.1
"2021-01-23 09:30:00",2106,890,1800,25.5,45.2
"2021-01-23 10:00:00",2107,886,1799,25.6,45.2
"2021-01-23 10:30:00",2108,929,1799,25.7,45.3
"2021-01-23 11:00:00",2109,889,1799,25.8,45.3
"2021-01-23 11:30:00",2110,881,1799,25.9,45.3
"2021-01-23 12:00:00",2111,896,1799,26,45.3
"2021-01-23 12:30:00",2112,877,1800,26.1,45.4
"2021-01-23 13:00:00",2113,959,1800,26.1,45.4
"2021-01-23 13:30:00",2114,899,1799,26,45.4
"2021-01-23 14:00:00",2115,884,1799,25.9,45.4
"2021-01-23 14:30:00",2116,904,1799,25.7,45.4
"2021-01-23 15:00:00",2117,903,1799,25.5,45.4
"2021-01-23 15:30:00",2118,891,1799,25.3,45.3
"2021-01-23 16:00:00",2119,916,1800,25.2,45.3
"2021-01-23 16:30:00",2120,905,1800,25,45.3
"2021-01-23 17:00:00",2121,913,1799,24.8,45.2
"2021-01-23 17:30:00",2122,844,1799,24.7,45.2
"2021-01-23 18:00:00",2123,912,1799,24.5,45.1
"2021-01-23 18:30:00",2124,884,1799,24.3,45.1
"2021-01-23 19:00:00",2125,881,1799,24.2,45.1
"2021-01-23 19:30:00",2126,900,1800,24.1,45
"2021-01-23 20:00:00",2127,901,1800,24.1,45
"2021-01-23 20:30:00",2128,884,1799,24.2,45
"2021-01-23 21:00:00",2129,902,1799,24.4,44.9
"2021-01-23 21:30:00",2130,889,1799,24.6,45
"2021-01-23 22:00:00",2131,878,1799,24.8,45
"2021-01-23 22:30:00",2132,901,1799,25,45
"2021-01-23 23:00:00",2133,876,1800,25.2,45.1
"2021-01-23 23:30:00",2134,863,1800,25.3,45.1
"2021-01-24 00:00:00",2135,888,1799,25.4,45.1
"2021-01-24 00:30:00",2136,857,1799,25.5,45.2
"2021-01-24 01:00:00",2137,900,1799,25.6,45.2
"2021-01-24 01:30:00",2138,865,1799,25.6,45.2
"2021-01-24 02:00:00",2139,903,1799,25.7,45.3
"2021-01-24 02:30:00",2140,927,1800,25.7,45.2
"2021-01-24 03:00:00",2141,901,1800,25.8,45.3
"2021-01-24 03:30:00",2142,871,1799,25.8,45.3
"2021-01-24 04:00:00",2143,895,1799,25.9,45.3
"2021-01-24 04:30:00",2144,906,1799,25.9,45.3
"2021-01-24 05:00:00",2145,885,1799,25.9,45.3
"2021-01-24 05:30:00",2146,922,1799,25.9,45.3
"2021-01-24 06:00:00",2147,896,1800,25.9,45.3
"2021-01-24 06:30:00",2148,893,1800,25.9,45.3
"2021-01-24 07:00:00",2149,875,1799,25.9,45.3
"2021-01-24 07:30:00",2150,843,1799,26,45.3
"2021-01-24 08:00:00",2151,881,1799,26,45.3
"2021-01-24 08:30:00",2152,898,1799,26.1,45.3
"2021-01-24 09:00:00",2153,968,1799,26.1,45.3
"2021-01-24 09:30:00",2154,864,1800,26.1,45.3
"2021-01-24 10:00:00",2155,928,1800,26.2,45.3
"2021-01-24 10:30:00",2156,907,1799,26.2,45.4
"2021-01-24 11:00:00",2157,982,1799,26.3,45.4
"2021-01-24 11:30:00",2158,920,1799,26.3,45.4
"2021-01-24 12:00:00",2159,878,1799,26.3,45.4
"2021-01-24 12:30:00",2160,906,1799,26.4,45.4
"2021-01-24 13:00:00",2161,907,1800,26.4,45.4
"2021-01-24 13:30:00",2162,911,1800,26.4,45.4
"2021-01-24 14:00:00",2163,924,1799,26.3,45.4
"2021-01-24 14:30:00",2164,887,1799,26.2,45.4
"2021-01-24 15:00:00",2165,898,1799,26,45.4
"2021-01-24 15:30:00",2166,924,1799,25.8,45.4
"2021-01-24 16:00:00",2167,944,1799,25.7,45.4
"2021-01-24 16:30:00",2168,970,1800,25.5,45.3
"2021-01-24 17:00:00",2169,964,1800,25.3,45.3
"2021-01-24 17:30:00",2170,911,1799,25.1,45.2
"2021-01-24 18:00:00",2171,891,1799,24.9,45.2
"2021-01-24 18:30:00",2172,852,1799,24.8,45.1
"2021-01-24 19:00:00",2173,825,1799,24.6,45.1
"2021-01-24 19:30:00",2174,930,1799,24.4,45
"2021-01-24 20:00:00",2175,881,1800,24.3,45
"2021-01-24 20:30:00",2176,938,1800,24.3,45
"2021-01-24 21:00:00",2177,978,1799,24.3,44.9
"2021-01-24 21:30:00",2178,848,1799,24.5,44.9
"2021-01-24 22:00:00",2179,869,1799,24.7,44.9
"2021-01-24 22:30:00",2180,947,1799,24.9,44.9
"2021-01-24 23:00:00",2181,907,1799,25.1,45
"2021-01-24 23:30:00",2182,842,1800,25.2,45
"2021-01-25 00:00:00",2183,847,1800,25.3,45
"2021-01-25 00:30:00",2184,884,1799,25.5,45.1
"2021-01-25 01:00:00",2185,891,1799,25.5,45.1
"2021-01-25 01:30:00",2186,830,1799,25.6,45.1
"2021-01-25 02:00:00",2187,839,1799,25.6,45.1
"2021-01-25 02:30:00",2188,868,1799,25.7,45.1
"2021-01-25 03:00:00",2189,829,1800,25.7,45.2
"2021-01-25 03:30:00",2190,844,1800,25.7,45.2
"2021-01-25 04:00:00",2191,747,1799,25.8,45.1
"2021-01-25 04:30:00",2192,818,1799,25.8,45.2
"2021-01-25 05:00:00",2193,829,1799,25.9,45.2
"2021-01-25 05:30:00",2194,921,1799,25.9,45.2
"2021-01-25 06:00:00",2195,793,1799,25.9,45.2
"2021-01-25 06:30:00",2196,826,1800,26,45.2
"2021-01-25 07:00:00",2197,798,1800,26,45.2
"2021-01-25 07:30:00",2198,800,1799,26.1,45.2
"2021-01-25 08:00:00",2199,821,1799,26.2,45.2
"2021-01-25 08:30:00",2200,813,1799,26.2,45.3
"2021-01-25 09:00:00",2201,850,1799,26.3,45.3
"2021-01-25 09:30:00",2202,766,1799,26.4,45.3
"2021-01-25 10:00:00",2203,845,1800,26.6,45.3
"2021-01-25 10:30:00",2204,846,1800,26.8,45.3
"2021-01-25 11:00:00",2205,800,1799,26.9,45.3
"2021-01-25 11:30:00",2206,791,1799,27.1,45.4
"2021-01-25 12:00:00",2207,802,1799,27.1,45.4
"2021-01-25 12:30:00",2208,784,1799,27.2,45.4
"2021-01-25 13:00:00",2209,811,1799,27.2,45.5
"2021-01-25 13:30:00",2210,754,1800,27.1,45.5
"2021-01-25 14:00:00",2211,832,1800,27.1,45.5
"2021-01-25 14:30:00",2212,789,1799,27.1,45.5
"2021-01-25 15:00:00",2213,826,1799,27.1,45.5
"2021-01-25 15:30:00",2214,796,1799,27.1,45.5
"2021-01-25 16:00:00",2215,813,1799,27.1,45.5
"2021-01-25 16:30:00",2216,816,1799,27.1,45.5
"2021-01-25 17:00:00",2217,771,1800,27.1,45.5
"2021-01-25 17:30:00",2218,863,1800,27,45.5
"2021-01-25 18:00:00",2219,744,1799,26.9,45.5
"2021-01-25 18:30:00",2220,842,1799,26.9,45.5
"2021-01-25 19:00:00",2221,811,1799,26.8,45.5
"2021-01-25 19:30:00",2222,792,1799,26.6,45.4
"2021-01-25 20:00:00",2223,786,1799,26.5,45.4
"2021-01-25 20:30:00",2224,778,1800,26.3,45.4
"2021-01-25 21:00:00",2225,789,1800,26.1,45.4
"2021-01-25 21:30:00",2226,822,1799,25.9,45.3
"2021-01-25 22:00:00",2227,787,1799,25.9,45.3
"2021-01-25 22:30:00",2228,784,1799,26,45.2
"2021-01-25 23:00:00",2229,755,1799,26.1,45.2
"2021-01-25 23:30:00",2230,787,1799,26.2,45.2
"2021-01-26 00:00:00",2231,750,1800,26.2,45.3
"2021-01-26 00:30:00",2232,800,1800,26.2,45.2
"2021-01-26 01:00:00",2233,794,1799,26.2,45.3
"2021-01-26 01:30:00",2234,718,1799,26.2,45.3
"2021-01-26 02:00:00",2235,806,1799,26.2,45.3
"2021-01-26 02:30:00",2236,794,1799,26.2,45.2
"2021-01-26 03:00:00",2237,775,1799,26.2,45.2
"2021-01-26 03:30:00",2238,838,1800,26.1,45.2
"2021-01-26 04:00:00",2239,767,1800,26.2,45.2
"2021-01-26 04:30:00",2240,711,1799,26.1,45.2
"2021-01-26 05:00:00",2241,751,1799,26.1,45.2
"2021-01-26 05:30:00",2242,758,1799,26.1,45.2
"2021-01-26 06:00:00",2243,799,1799,26.1,45.2
"2021-01-26 06:30:00",2244,790,1799,26.1,45.2
"2021-01-26 07:00:00",2245,796,1800,26.1,45.2
"2021-01-26 07:30:00",2246,759,1800,26.1,45.2
"2021-01-26 08:00:00",2247,744,1799,26.1,45.2
"2021-01-26 08:30:00",2248,763,1799,26.2,45.2
"2021-01-26 09:00:00",2249,756,1799,26.2,45.2
"2021-01-26 09:30:00",2250,742,1799,26.3,45.2
"2021-01-26 10:00:00",2251,772,1799,26.3,45.2
"2021-01-26 10:30:00",2252,750,1800,26.4,45.2
"2021-01-26 11:00:00",2253,761,1800,26.4,45.2
"2021-01-26 11:30:00",2254,729,1799,26.5,45.2
"2021-01-26 12:00:00",2255,833,1799,26.5,45.2
"2021-01-26 12:30:00",2256,766,1799,26.5,45.2
"2021-01-26 13:00:00",2257,781,1799,26.5,45.2
"2021-01-26 13:30:00",2258,833,1799,26.6,45.2
"2021-01-26 14:00:00",2259,824,1800,26.6,45.2
"2021-01-26 14:30:00",2260,787,1800,26.7,45.2
"2021-01-26 15:00:00",2261,790,1799,26.7,45.2
"2021-01-26 15:30:00",2262,770,1799,26.8,45.3
"2021-01-26 16:00:00",2263,814,1799,26.9,45.3
"2021-01-26 16:30:00",2264,786,1799,26.9,45.3
"2021-01-26 17:00:00",2265,821,1799,26.9,45.3
"2021-01-26 17:30:00",2266,813,1800,27,45.3
"2021-01-26 18:00:00",2267,768,1800,27,45.3
"2021-01-26 18:30:00",2268,786,1799,27,45.3
"2021-01-26 19:00:00",2269,842,1799,27,45.3
"2021-01-26 19:30:00",2270,784,1799,26.9,45.3
"2021-01-26 20:00:00",2271,796,1799,26.7,45.3
"2021-01-26 20:30:00",2272,779,1799,26.6,45.3
"2021-01-26 21:00:00",2273,814,1800,26.4,45.3
"2021-01-26 21:30:00",2274,727,1800,26.2,45.3
"2021-01-26 22:00:00",2275,755,1799,26.1,45.2
"2021-01-26 22:30:00",2276,814,1799,25.9,45.2
"2021-01-26 23:00:00",2277,780,1799,25.7,45.2
"2021-01-26 23:30:00",2278,769,1799,25.6,45.1
"2021-01-27 00:00:00",2279,821,1799,25.5,45.1
"2021-01-27 00:30:00",2280,780,1800,25.3,45
"2021-01-27 01:00:00",2281,869,1800,25.2,45
"2021-01-27 01:30:00",2282,827,1799,25.1,45
"2021-01-27 02:00:00",2283,762,1799,25,44.9
"2021-01-27 02:30:00",2284,778,1799,24.9,44.9
"2021-01-27 03:00:00",2285,806,1799,24.8,44.9
"2021-01-27 03:30:00",2286,830,1799,24.8,44.9
"2021-01-27 04:00:00",2287,798,1800,24.7,44.8
"2021-01-27 04:30:00",2288,856,1800,24.6,44.8
"2021-01-27 05:00:00",2289,780,1799,24.5,44.8
"2021-01-27 05:30:00",2290,814,1799,24.5,44.8
"2021-01-27 06:00:00",2291,835,1799,24.4,44.7
"2021-01-27 06:30:00",2292,745,1799,24.3,44.7
"2021-01-27 07:00:00",2293,854,1799,24.3,44.7
"2021-01-27 07:30:00",2294,767,1800,24.2,44.7
"2021-01-27 08:00:00",2295,770,1800,24.3,44.6
"2021-01-27 08:30:00",2296,847,1799,24.4,44.6
"2021-01-27 09:00:00",2297,778,1799,24.6,44.6
"2021-01-27 09:30:00",2298,777,1799,24.8,44.6
"2021-01-27 10:00:00",2299,773,1799,24.9,44.7
"2021-01-27 10:30:00",2300,748,1799,25.1,44.7
"2021-01-27 11:00:00",2301,780,1800,25.3,44.8
"2021-01-27 11:30:00",2302,809,1800,25.5,44.8
"2021-01-27 12:00:00",2303,798,1799,25.6,44.8
"2021-01-27 12:30:00",2304,762,1799,25.8,44.9
"2021-01-27 13:00:00",2305,760,1799,25.9,44.9
"2021-01-27 13:30:00",2306,814,1799,26,44.9
"2021-01-27 14:00:00",2307,852,1799,26.1,45
"2021-01-27 14:30:00",2308,766,1800,26.2,45
"2021-01-27 15:00:00",2309,799,1800,26.3,45
"2021-01-27 15:30:00",2310,793,1799,26.3,45
"2021-01-27 16:00:00",2311,846,1799,26.4,45.1
"2021-01-27 16:30:00",2312,737,1799,26.5,45.1
"2021-01-27 17:00:00",2313,816,1799,26.5,45.1
"2021-01-27 17:30:00",2314,817,1799,26.6,45.1
"2021-01-27 18:00:00",2315,785,1800,26.7,45.1
"2021-01-27 18:30:00",2316,814,1800,26.7,45.1
"2021-01-27 19:00:00",2317,828,1799,26.7,45.2
"2021-01-27 19:30:00",2318,795,1799,26.7,45.2
"2021-01-27 20:00:00",2319,827,1799,26.6,45.2
"2021-01-27 20:30:00",2320,803,1799,26.5,45.2
"2021-01-27 21:00:00",2321,832,1799,26.3,45.2
"2021-01-27 21:30:00",2322,805,1800,26.2,45.2
"2021-01-27 22:00:00",2323,814,1800,26.1,45.1
"2021-01-27 22:30:00",2324,805,1799,25.9,45.1
"2021-01-27 23:00:00",2325,769,1799,25.8,45.1
"2021-01-27 23:30:00",2326,847,1799,25.7,45
"2021-01-28 00:00:00",2327,816,1799,25.6,45
"2021-01-28 00:30:00",2328,805,1799,25.5,45
"2021-01-28 01:00:00",2329,798,1800,25.4,45
"2021-01-28 01:30:00",2330,773,1800,25.3,44.9
"2021-01-28 02:00:00",2331,863,1799,25.2,44.9
"2021-01-28 02:30:00",2332,855,1799,25.1,44.9
"2021-01-28 03:00:00",2333,795,1799,25,44.8
"2021-01-28 03:30:00",2334,859,1799,24.9,44.8
"2021-01-28 04:00:00",2335,823,1799,24.9,44.8
"2021-01-28 04:30:00",2336,818,1800,24.8,44.8
"2021-01-28 05:00:00",2337,829,1800,24.7,44.8
"2021-01-28 05:30:00",2338,810,1799,24.7,44.7
"2021-01-28 06:00:00",2339,860,1799,24.6,44.7
"2021-01-28 06:30:00",2340,872,1799,24.6,44.7
"2021-01-28 07:00:00",2341,826,1799,24.5,44.7
"2021-01-28 07:30:00",2342,846,1799,24.4,44.7
"2021-01-28 08:00:00",2343,826,1800,24.5,44.7
"2021-01-28 08:30:00",2344,860,1800,24.6,44.6
"2021-01-28 09:00:00",2345,865,1799,24.7,44.6
"2021-01-28 09:30:00",2346,885,1799,24.8,44.6
"2021-01-28 10:00:00",2347,822,1799,24.9,44.6
"2021-01-28 10:30:00",2348,852,1799,25.1,44.7
"2021-01-28 11:00:00",2349,867,1799,25.2,44.7
"2021-01-28 11:30:00",2350,874,1800,25.3,44.7
"2021-01-28 12:00:00",2351,816,1800,25.4,44.7
"2021-01-28 12:30:00",2352,819,1799,25.5,44.8
"2021-01-28 13:00:00",2353,819,1799,25.6,44.8
"2021-01-28 13:30:00",2354,904,1799,25.7,44.8
"2021-01-28 14:00:00",2355,846,1799,25.8,44.8
